best_place_to_work,company_anual_budget,company_month_budget,company_value,company_value_no_abbreviate,contact_email,continent,country,employee_count,employee_satisfaction,glassdoor_clasification,hiring,id,industry,min_work_hour,name,open_projects,phone_number,province,remote_friendly,rest_days,salary_anual_budget,salary_anual_budget_percentage,size_category,total_work_hours,url_best_place_to_work,work_days
true,59608713.6,5418973.963636364,129.58M,129584160.0,truehaven@falsegmail.com,Europa,Svalbard and Jan Mayen,252,-6%,2.48,true,85,Nonprofit,13,True Haven,470.0,+66 977-848-5472,Vaud,true,9,46650297.6,36%,large,78,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
true,2212370946.396,170182380.49199998,12.29B,12290949702.2,summitomega@falsegmail.com,América,Argentina,12659,10%,5.41,true,86,Education,8,Summit Omega,21340.0,+54 794-524-3047,San Juan,true,2,2704008934.484,22%,extra,72,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,9
false,51501964.5,4291830.375,171.67M,171673215.0,iszephyr@falsegmail.com,África,Uganda,427,9%,2.14,false,87,Finance,5,Is Zephyr,846.0,+998 578-893-6013,Canelones,true,1,63519089.55,37%,large,20,,4
true,53386661.211428575,5338666.121142858,333.67M,333666632.5714286,yieldnet@falsegmail.com,Australia y Oceanía,Papua New Guinea,486,23%,1.87,true,88,Food & Beverage,10,Yield Net,1576.0,+351 223-416-7228,Bocas del Toro,true,8,63396660.18857143,19%,large,40,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,4
false,80216513752.09334,5729750982.292381,276.61B,276608668110.6667,risecleanslate@falsegmail.com,América,Mexico,88491,30%,3.3,false,89,Construction,12,Rise Clean Slate,259449.0,+262 747-101-7848,Diekirch,true,7,80216513752.09334,29%,global,48,,4
true,663434.47625,60312.225113636356,1.54M,1542870.875,globalskates@falsegmail.com,Europa,Luxembourg,13,-9%,1.27,true,90,Retail,6,Global Skates,61.0,+230 853-706-8792,Litva,false,1,493718.68,32%,small,42,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
false,54010.02857142857,5401.0028571428575,360.07K,360066.85714285716,ecovirtualreality@falsegmail.com,América,Canada,9,34%,4.33,false,91,Education,12,Eco Virtual Reality,31.0,+855 687-866-9488,Ontario,true,11,115221.3942857143,32%,micro,96,,8
false,636784646846.82,48983434372.832306,2.20T,2195809127058.0,smartdrift@falsegmail.com,Europa,Svalbard and Jan Mayen,271098,-21%,1.79,false,92,Nonprofit,9,Smart Drift,1023511.0,+66 595-444-6512,Ticino,true,5,505036099223.34,23%,global,117,,13
true,48537625.575,3733663.505769231,323.58M,323584170.5,waveweapon@falsegmail.com,América,United States of America,929,23%,4.71,false,93,Education,11,Wave Weapon,2719.0,+20 113-811-5092,Wyoming,false,7,80896042.625,25%,large,66,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
true,135147053.96,11262254.496666668,365.26M,365262308.0,safenode@falsegmail.com,Europa,Macedonia,515,29%,3.79,false,94,Hospitality,3,Safe Node,622.0,+377 876-875-1309,Madagascar,false,1,153410169.36,42%,large,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,10
false,366592804567.7486,26185200326.267757,939.98B,939981550173.7144,pinnaclecore@falsegmail.com,América,Colombia,152204,29%,2.39,false,95,Agriculture,10,Pinnacle Core,326829.0,+235 678-496-2092,Valle del Cauca,false,3,413591882076.4343,44%,global,30,,3
true,218067683846.4,21806768384.64,519.21B,519208771062.8572,altitudecircuit@falsegmail.com,América,Suriname,80259,-24%,4.39,true,96,Real Estate,8,Altitude Circuit,358400.0,+255 12-620-7980,Orebro Lan,true,2,83073403370.05714,16%,global,112,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,14
true,3144864970.41,241912690.03153846,10.14B,10144725711.0,coregauge@falsegmail.com,Asia,Macao,7551,-8%,3.12,true,97,Transportation,9,Core Gauge,7869.0,+373 891-113-7280,Dorce Petrov,false,2,3449206741.74,34%,extra,81,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,9
true,594325.0499999999,42451.78928571428,2.38M,2377300.1999999997,boldinnovation@falsegmail.com,América,Mexico,66,12%,4.1,false,98,Healthcare,4,Bold Innovation,261.0,+262 415-870-5157,Grevenmacher,false,1,808282.068,34%,small,28,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
true,4510230692.175,501136743.57500005,10.02B,10022734871.5,thequietstorm@falsegmail.com,América,Argentina,14365,7%,1.16,true,99,Healthcare,7,The Quiet Storm,33686.0,+54 220-570-6076,Salta,false,5,4309775994.745,43%,extra,49,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
false,1861852611.8,206872512.42222223,6.21B,6206175372.666667,apexspace@falsegmail.com,América,Brazil,5234,23%,2.38,false,100,Agriculture,12,Apex Space,19910.0,+267 97-662-5840,Rondonia,false,11,992988059.6266667,16%,extra,96,,8
true,18400.11666666667,2044.4574074074076,44.88K,44878.333333333336,quasarquantum@falsegmail.com,Europa,Germany,5,1%,4.11,true,101,Telecommunications,9,Quasar Quantum,6.0,+355 112-993-9777,Hessen,true,2,8526.883333333333,19%,micro,99,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
true,1265649625465.248,126564962546.52481,3.09T,3086950306012.8,deepcrystalwave@falsegmail.com,Australia y Oceanía,Vanuatu,483412,1%,3.91,true,102,Logistics,5,Deep Crystal Wave,1375725.0,+58 662-962-1681,Yaracuy,true,2,1203910619344.992,39%,global,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,10
true,930712133.28,103412459.25333333,2.59B,2585311481.3333335,momentumcreative@falsegmail.com,Asia,Macao,2242,16%,2.47,false,103,Education,3,Momentum Creative,10761.0,+373 751-862-7661,Vinica,false,5,594621640.7066667,23%,extra,39,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,13
false,15099193.056,1509919.3056,62.91M,62913304.4,lucidmagictouch@falsegmail.com,América,Brazil,151,61%,4.82,true,104,Agriculture,3,Lucid Magic Touch,225.0,+267 76-398-9841,Rio Grande do Sul,true,3,9436995.66,15%,medium,21,,7
false,1449954039.797143,111534926.13824177,4.26B,4264570705.285714,unitygreenleaf@falsegmail.com,Europa,Germany,3063,8%,3.4,true,105,Transportation,8,Unity Green Leaf,7643.0,+355 169-252-1293,Niedersachsen,false,2,1236725504.532857,29%,extra,40,,5
false,3966489.0759999994,396648.9075999999,9.67M,9674363.6,zephyrshift@falsegmail.com,América,Argentina,86,14%,4.32,true,106,Manufacturing,4,Zephyr Shift,190.0,+54 97-533-7592,Entre Ríos,true,4,2225103.628,23%,medium,40,,10
true,2028530915.8977778,184411901.44525254,7.80B,7802041984.222221,imenology@falsegmail.com,América,Venezuela,9742,47%,5.2,true,107,Construction,10,Im Enology,46443.0,+84 895-729-3700,Dong Nam Bo,false,9,936245038.1066666,12%,extra,60,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,255425260924.512,18244661494.607998,912.23B,912233074730.4,driftlinkage@falsegmail.com,América,Brazil,245052,26%,3.49,false,108,Retail,7,Drift Linkage,295426.0,+267 341-460-9773,Rio de Janeiro,false,5,155079622704.168,17%,global,35,,5
true,33812926901.88,3756991877.9866667,109.07B,109073957748.0,bluepillar@falsegmail.com,América,Mexico,10248,7%,2.21,false,109,Construction,12,Blue Pillar,29219.0,+262 90-405-3239,Luxembourg,false,5,35994406056.84,33%,global,72,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,76107052908.10284,5854388685.23868,345.94B,345941149582.2857,claritybuffer@falsegmail.com,Europa,Portugal,68189,3%,2.2,false,110,Entertainment,6,Clarity Buffer,90933.0,+7 63-541-8364,Radom,true,5,58809995428.98857,17%,global,60,,10
false,72757.776,6614.343272727273,279.84K,279837.6,waveproductions@falsegmail.com,África,Réunion,12,-10%,4.55,false,111,Real Estate,8,Wave Productions,30.0,+1 784 328-565-6050,Elías Piña,true,5,55967.52,20%,micro,96,,12
true,264519.6088888889,26451.96088888889,944.71K,944712.8888888889,summitpureenergy@falsegmail.com,América,Venezuela,13,3%,1.72,false,112,Construction,12,Summit Pure Energy,55.0,+84 391-644-8458,Dong Bang Song Hong,true,4,311755.2533333333,33%,small,84,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
true,816855265184.8286,62835020398.83297,1.86T,1856489239056.4285,greenvirtualpath@falsegmail.com,África,Réunion,426651,20%,3.5,true,113,Automotive,10,Green Virtual Path,976732.0,+1 784 956-543-5680,Samaná,false,9,761160588013.1356,41%,global,90,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,9
false,297400455582.84,22876958121.756924,1.65T,1652224753238.0,safestudios@falsegmail.com,América,Mexico,191948,-9%,2.75,true,114,Technology,13,Safe Studios,779915.0,+262 947-255-3703,Grevenmacher,false,7,231311465453.32,14%,global,52,,4
false,415602.39,29685.885000000002,2.19M,2187381.0,thrivedeepfocus@falsegmail.com,América,Paraguay,35,-13%,2.39,false,115,Healthcare,8,Thrive Deep Focus,75.0,+1 713-166-9880,Papua New Guinea,false,1,262485.72,12%,small,88,,11
true,86047734.395,7822521.308636364,296.72M,296716325.5,halogreenleaf@falsegmail.com,África,Réunion,595,4%,3.75,false,116,Aerospace,9,Halo Green Leaf,1558.0,+1 784 858-414-4240,Monte Plata,false,2,44507448.825,15%,large,63,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
true,280416.08,25492.37090909091,904.57K,904568.0,northoceanbreeze@falsegmail.com,Australia y Oceanía,Vanuatu,14,-24%,3.22,true,117,Transportation,5,North Ocean Breeze,58.0,+58 711-162-2123,Nueva Esparta,false,1,244233.36,27%,micro,65,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,13
false,2585355132.3599997,287261681.3733333,8.62B,8617850441.199999,originbuffer@falsegmail.com,Australia y Oceanía,Papua New Guinea,13321,33%,4.18,true,118,Hospitality,4,Origin Buffer,65608.0,+351 812-438-6571,Bocas del Toro,false,5,2757712141.1839995,32%,extra,24,,6
true,59730232.416,4266445.172571429,124.44M,124437984.2,puresignal@falsegmail.com,Asia,Macao,277,47%,2.04,true,119,Food & Beverage,12,Pure Signal,996.0,+373 550-182-3083,Kondovo,true,14,18665697.63,15%,medium,84,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
true,6405248.185714286,711694.2428571428,42.70M,42701654.57142857,neonode@falsegmail.com,América,Venezuela,149,-2%,1.57,false,120,Telecommunications,9,Neo Node,548.0,+84 846-896-9103,Dong Bang Song Hong,true,2,9394364.005714286,22%,medium,54,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
true,57403717.65333333,4100265.5466666664,179.39M,179386617.66666666,pulseideas@falsegmail.com,África,Réunion,479,40%,4.33,false,121,Finance,12,Pulse Ideas,2115.0,+1 784 234-644-8146,Baoruco,false,11,21526394.12,12%,large,72,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,746547305925.375,53324807566.09821,3.73T,3732736529626.875,primeassociates@falsegmail.com,América,Suriname,406795,31%,4.32,true,122,Technology,6,Prime Associates,430925.0,+255 968-498-6031,Gotlands Lan,true,3,821202036517.9125,22%,global,42,,7
false,18488.28,1422.1753846153845,77.03K,77034.5,unitypureenergy@falsegmail.com,América,United States of America,3,17%,1.09,false,123,Entertainment,5,Unity Pure Energy,5.0,+20 829-718-6104,Oklahoma,false,5,28502.765,37%,micro,20,,4
true,6729914.88,480708.2057142857,25.88M,25884288.0,radiantshift@falsegmail.com,América,Brazil,180,17%,2.69,false,124,Retail,3,Radiant Shift,419.0,+267 652-473-2551,Mato Grosso do Sul,true,5,7247600.64,28%,medium,42,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,14
false,632760767206.75,63276076720.675,3.16T,3163803836033.75,thegrid@falsegmail.com,Asia,Afghanistan,369187,31%,3.34,false,125,Aerospace,10,The Grid,1493142.0,+93 635-427-1062,Afghanistan,true,10,1075693304251.475,34%,global,70,,7
true,101160995.16571428,11240110.573968254,326.33M,326325790.85714287,summitjunction@falsegmail.com,África,Western Sahara,524,34%,4.23,false,126,Logistics,10,Summit Junction,1457.0,+966 350-265-3299,Tverskaya obl.,true,9,137056832.16,42%,large,70,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
true,32386387.366666663,3238638.7366666663,73.61M,73605425.83333333,thedevelopment@falsegmail.com,Australia y Oceanía,French Polynesia,185,53%,4.71,false,127,Agriculture,12,The Development,572.0,+00 803-107-1312,Ancash,false,12,27970061.816666666,38%,medium,72,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
true,32114639.8,2470356.9076923076,84.51M,84512210.0,unityxenon@falsegmail.com,América,United States of America,265,54%,5.34,true,128,Education,3,Unity Xenon,1057.0,+20 999-771-1557,Kentucky,false,5,13521953.6,16%,medium,27,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,9
true,39914.5,3628.590909090909,79.83K,79829.0,freshfuture@falsegmail.com,América,Paraguay,2,19%,1.16,false,129,Transportation,6,Fresh Future,2.0,+1 400-480-6481,Papua New Guinea,true,3,20755.54,26%,micro,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
false,934596.73125,84963.33920454545,4.45M,4450460.625,nexuseasyflow@falsegmail.com,África,Uganda,65,32%,5.0,true,130,Technology,12,Nexus Easy Flow,265.0,+998 796-786-1545,Rivera,false,11,534055.275,12%,small,108,,9
true,706825.4820000001,64256.86200000001,2.14M,2141895.4,omniindustries@falsegmail.com,Australia y Oceanía,Papua New Guinea,31,41%,5.2,true,131,Construction,5,Omni Industries,82.0,+351 693-171-5923,Chiriquí,true,4,492635.942,23%,small,35,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
false,847556040509.64,84755604050.964,3.14T,3139096446332.0,orbitmind@falsegmail.com,América,Suriname,460628,-27%,2.08,false,132,Food & Beverage,7,Orbit Mind,1668193.0,+255 984-570-3927,Vastmanlands Lan,true,2,1349811471922.76,43%,global,98,,14
true,635496463935.0,57772405812.27273,1.27T,1270992927870.0,newchicken@falsegmail.com,Asia,Monaco,413631,-16%,4.31,false,133,Construction,4,New Chicken,1273119.0,+52 917-374-2600,not data yet,true,2,419427666197.1,33%,global,52,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,13
true,33882840.288,2606372.329846154,77.01M,77006455.2,brightdevelopment@falsegmail.com,Europa,Luxembourg,279,15%,2.49,false,134,Telecommunications,8,Bright Development,1340.0,+230 137-829-1140,Litva,true,4,13091097.384000001,17%,large,56,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
false,4484372579.44,344951736.88,17.25B,17247586844.0,vortexsoft@falsegmail.com,Australia y Oceanía,Vanuatu,12612,5%,1.34,true,135,Education,7,Vortex Soft,36166.0,+58 554-110-5913,Vargas,false,5,6209131263.84,36%,extra,42,,6
true,397340351844.7734,33111695987.06445,903.05B,903046254192.6667,safefabric@falsegmail.com,América,Mexico,218234,35%,5.21,false,136,Retail,11,Safe Fabric,301252.0,+262 318-830-5584,Luxembourg,false,7,307035726425.50665,34%,global,55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
false,85232.94,7748.449090909091,218.55K,218546.0,ruralcloud@falsegmail.com,África,Réunion,9,-18%,1.36,false,137,Transportation,5,Rural Cloud,35.0,+1 784 355-705-6426,Independencia,true,1,41523.74,19%,micro,55,,11
false,414798101049.78,34566508420.815,1.43T,1430338279482.0,stridezephyr@falsegmail.com,América,Mexico,139419,20%,1.98,true,138,Retail,7,Stride Zephyr,490070.0,+262 640-818-5166,Grevenmacher,false,3,643652225766.9,45%,global,28,,4
false,499308582152.64,55478731350.293335,1.25T,1248271455381.6,joltconsulting@falsegmail.com,Australia y Oceanía,Papua New Guinea,323492,11%,1.36,false,139,Real Estate,12,Jolt Consulting,1383922.0,+351 768-815-5586,Chiriquí,false,10,337033292953.03204,27%,global,96,,8
true,242395851363.54,17313989383.11,577.13B,577132979437.0,ultralogistics@falsegmail.com,Europa,Luxembourg,495663,3%,4.48,true,140,Entertainment,8,Ultra Logistics,1826811.0,+230 900-281-9628,Litva,true,2,253938510952.28,44%,global,72,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,9
true,4613561.282222223,512617.9202469136,13.57M,13569297.888888888,greenflow@falsegmail.com,América,Colombia,191,-14%,2.82,false,141,Hospitality,9,Green Flow,623.0,+235 765-608-7036,Meta,false,1,3256631.493333333,24%,medium,90,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,10
false,33929768.985,2827480.74875,69.24M,69244426.5,wavelengthenology@falsegmail.com,Australia y Oceanía,French Polynesia,228,54%,4.83,false,142,Legal Services,12,Wavelength Enology,483.0,+00 152-705-7647,Lambayeque,true,13,24927993.54,36%,medium,96,,8
true,57079445.46,6342160.606666666,300.42M,300418134.0,zephyrspot@falsegmail.com,Asia,Monaco,813,24%,4.44,false,143,Education,13,Zephyr Spot,3981.0,+52 127-644-5531,not data yet,false,14,111154709.58,37%,large,78,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,62374.91,4798.070000000001,328.29K,328289.0,truesolutions@falsegmail.com,África,Réunion,13,5%,5.37,true,144,Manufacturing,6,True Solutions,29.0,+1 784 866-247-3892,Santiago Rodríguez,false,1,114901.15,35%,micro,60,,10
true,23626488.77142857,1687606.3408163264,69.49M,69489672.85714285,puredelta@falsegmail.com,Asia,Monaco,226,-2%,2.36,false,145,Telecommunications,9,Pure Delta,919.0,+52 608-213-7392,not data yet,false,1,15982624.757142857,23%,medium,54,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,425555554686.174,30396825334.726715,1.85T,1850241542113.7998,traverselogic@falsegmail.com,Europa,Macedonia,215101,15%,4.94,true,146,Agriculture,8,Traverse Logic,293270.0,+377 286-336-4320,Madagascar,false,4,296038646738.20795,16%,global,80,,10
false,7799686763.904,866631862.656,24.37B,24374021137.2,thewisechoice@falsegmail.com,América,Brazil,12807,38%,4.86,false,147,Telecommunications,4,The Wise Choice,55022.0,+267 726-542-2420,Mato Grosso do Sul,false,3,9018387820.764,37%,extra,16,,4
false,2933144831.364,325904981.26266664,13.33B,13332476506.199999,clouddata@falsegmail.com,América,Colombia,8189,3%,3.48,true,148,Telecommunications,11,Cloud Data,35784.0,+235 747-680-8738,Magdalena,true,7,2133196240.9919999,16%,extra,99,,9
true,960679691.29,80056640.94083333,4.18B,4176868223.0,urbansolarpower@falsegmail.com,América,Argentina,3189,-9%,2.43,true,149,Transportation,13,Urban Solar Power,9663.0,+54 317-577-5117,San Juan,false,9,1253060466.9,30%,extra,104,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
false,15553380.0,1110955.7142857143,32.40M,32402875.0,neohappyminds@falsegmail.com,América,Brazil,265,10%,4.48,true,150,Real Estate,10,Neo Happy Minds,950.0,+267 830-310-3689,Para,true,3,9072805.0,28%,medium,90,,9
false,2836419.36,257856.30545454545,15.76M,15757885.333333332,openmagictouch@falsegmail.com,Australia y Oceanía,Vanuatu,164,32%,5.24,false,151,Hospitality,5,Open Magic Touch,382.0,+58 949-649-8889,Apure,true,5,5830417.573333332,37%,medium,50,,10
false,3998241415.35,307557031.95,19.04B,19039244835.0,openmagicbean@falsegmail.com,América,Colombia,13517,32%,4.42,true,152,Automotive,8,Open Magic Bean,54221.0,+235 356-223-3820,Santander,false,3,4379026312.05,23%,extra,32,,4
false,473055640915.14294,43005058265.01299,1.21T,1212963181833.7,westecho@falsegmail.com,África,Western Sahara,255193,-12%,1.9,false,153,Legal Services,13,West Echo,414090.0,+966 427-979-5695,Mordoviya,true,3,181944477275.055,15%,global,52,,4
true,734061.15,52432.93928571429,3.67M,3670305.75,risebeacon@falsegmail.com,Europa,Germany,54,2%,5.25,false,154,Technology,5,Rise Beacon,138.0,+355 752-499-1375,Nordrhein-Westfalen,false,5,1651637.5875,45%,small,60,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,12
true,67444454.88,4817461.062857143,204.38M,204377136.0,questdrive@falsegmail.com,América,United States of America,707,52%,4.58,false,155,Construction,11,Quest Drive,1689.0,+20 532-141-1668,New Mexico,false,12,44962969.92,22%,large,77,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
true,169418295.76,18824255.084444445,705.91M,705909565.6666666,claritymatrix@falsegmail.com,África,Uganda,997,31%,2.81,true,156,Aerospace,10,Clarity Matrix,2406.0,+998 563-200-5771,Río Negro,true,7,148241008.79,21%,large,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,3
false,357710467376.3657,29809205614.697144,812.98B,812978334946.2858,northsystems@falsegmail.com,África,Western Sahara,214992,19%,4.32,true,157,Real Estate,6,North Systems,270370.0,+966 720-526-8651,Amurskaya obl.,false,2,292672200580.6629,36%,global,42,,7
false,11811965.871428572,1181196.5871428573,62.17M,62168241.428571425,primefuture@falsegmail.com,Asia,Afghanistan,205,28%,4.65,false,158,Logistics,4,Prime Future,807.0,+93 952-288-5541,Afghanistan,true,4,7460188.97142857,12%,medium,32,,8
false,2436119.04,174008.50285714286,6.09M,6090297.6,globalspace@falsegmail.com,Europa,Luxembourg,68,-20%,1.85,true,159,Real Estate,13,Global Space,131.0,+230 296-961-1112,Litva,false,7,2497022.016,41%,small,52,,4
true,402363.0719999999,30951.005538461533,2.24M,2235350.4,imcircuit@falsegmail.com,América,Canada,16,-2%,1.88,true,160,Technology,7,Im Circuit,67.0,+855 166-900-8382,Yukon Territory,false,5,335302.56,15%,small,77,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
true,140504.3625,15611.595833333333,826.50K,826496.25,smartomega@falsegmail.com,América,Chile,10,16%,2.02,false,161,Telecommunications,7,Smart Omega,12.0,+1 616-397-1471,Coquimbo,false,5,181829.175,22%,small,35,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
true,37165.128,2654.6519999999996,218.62K,218618.4,questbrighthorizon@falsegmail.com,Europa,Latvia,12,57%,4.43,false,162,Telecommunications,11,Quest Bright Horizon,55.0,+223 951-789-1871,Latviya,false,14,54654.6,25%,micro,88,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
true,1807589090.26,150632424.18833333,11.30B,11297431814.125,brightsilentecho@falsegmail.com,América,Venezuela,9803,18%,1.64,true,163,Healthcare,7,Bright Silent Echo,32390.0,+84 923-826-9985,Dong Nam Bo,true,3,5083844316.35625,45%,extra,35,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
false,42432122.68,4714680.297777778,265.20M,265200766.75,lucidapples@falsegmail.com,Australia y Oceanía,Vanuatu,991,25%,4.61,true,164,Manufacturing,3,Lucid Apples,4707.0,+58 470-563-7645,Bolívar,false,4,68952199.355,26%,large,36,,12
true,2273599.4166666665,189466.61805555553,6.50M,6495998.333333333,horizonflux@falsegmail.com,África,Western Sahara,59,45%,5.4,false,165,Entertainment,4,Horizon Flux,111.0,+966 175-339-8996,Lipetskaya obl.,true,3,1818879.5333333332,28%,small,32,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
true,325516136.0,27126344.666666668,813.79M,813790340.0,nextrelay@falsegmail.com,América,Chile,1048,19%,3.04,false,166,Aerospace,10,Next Relay,1957.0,+1 434-294-5729,Bío-Bío,true,7,284826619.0,35%,large,80,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
true,12922.872,923.0622857142856,56.19K,56186.4,boldcloud@falsegmail.com,América,Venezuela,3,-2%,2.07,true,167,Entertainment,8,Bold Cloud,9.0,+84 648-421-2662,Mien Nui Va Trung Du,false,5,9551.688,17%,micro,80,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,10
false,3152346.992,286576.9992727273,7.69M,7688651.2,beaconyield@falsegmail.com,América,Argentina,68,-32%,2.62,false,168,Finance,5,Beacon Yield,87.0,+54 511-265-5756,La Rioja,false,2,2383481.872,31%,medium,65,,13
